Name;Value;Language
"abt__ut2.less_settings.containers.header.use_animation_for_not_empty_cart.tooltip";"Adds animation effect, to pay attention to the non empty user cart";"ar"
"abt__ut2.less_settings.containers.header.use_color_elements_on_hover";"Color for hovering over the elements ""Categories"", ""Account"" and ""Cart""";"ar"
"abt__ut2.less_settings.containers.header.use_color_elements_on_hover.tooltip";"The color for hovering over the drop-down elements ""Categories"", ""Account"" and ""Cart"" is used only in the ""Advanced"" and ""Fixed"" layouts";"ar"
"abt__ut2.less_settings.containers.header.use_color_icons";"The color of the icons for elements ""Categories"", ""Account"" and ""Cart""";"ar"
"abt__ut2.less_settings.containers.header.use_color_icons.tooltip";"Is used only in layouts ""Advanced"" and ""Fixed""";"ar"
"abt__ut2.less_settings.containers.header.use_color_menu_on_hover";"Color for hovering over a first level menu item";"ar"
"abt__ut2.less_settings.containers.header.use_color_menu_on_hover.tooltip";"Background color used for hovering over menu items of the first level. It is used only in the ""Default"" layout with a horizontal menu type. Also determines the color of the active first level menu item";"ar"
"abt__ut2.less_settings.containers.header_elements_brightness";"Background brightness in the site header";"ar"
"abt__ut2.less_settings.containers.header_elements_brightness.tooltip";"Determines the brightness of decorative elements in the site header when using a dark or light background";"ar"
"abt__ut2.less_settings.containers.header_elements_brightness.variants.dark";"Dark";"ar"
"abt__ut2.less_settings.containers.header_elements_brightness.variants.light";"Light";"ar"
"abt__ut2.less_settings.containers.header_group";"Header";"ar"
"abt__ut2.less_settings.containers.header_group_description";"Settings for blocks and sections of the ""Header"" container";"ar"
"abt__ut2.less_settings.containers.top_panel.height";"Height of the ""Top panel"" container (px)";"ar"
"abt__ut2.less_settings.containers.top_panel_group";"Top panel";"ar"
"abt__ut2.less_settings.containers.top_panel_group_description";"Settings for blocks and sections of the ""Top panel"" container";"ar"
"abt__ut2.less_settings.containers_description";"Below are the settings that affect the blocks and sections of the corresponding container in the layouts.";"ar"
"abt__ut2.less_settings.general";"General";"ar"
"abt__ut2.less_settings.general.browser_interface_bg";"Color of surrounding user interface of user agent";"ar"
"abt__ut2.less_settings.general.browser_interface_bg.tooltip";"Color of surrounding user interface of user agent";"ar"
"abt__ut2.less_settings.general.buttons.style";"Style";"ar"
"abt__ut2.less_settings.general.buttons.style.tooltip";"Set button style";"ar"
"abt__ut2.less_settings.general.buttons.style.variants.use_background";"Use filled background";"ar"
"abt__ut2.less_settings.general.buttons.style.variants.use_border";"Use border only";"ar"
"abt__ut2.less_settings.general.buttons.use_gradient";"Add bulk";"ar"
"abt__ut2.less_settings.general.buttons.use_gradient.tooltip";"The buttons will use a background color with a gradient fill from light to dark based on the color of the button";"ar"
"abt__ut2.less_settings.general.buttons.use_icon_cart";"Cart icon";"ar"
"abt__ut2.less_settings.general.buttons.use_icon_cart.tooltip";"Select one of the options for Cart icon";"ar"
"abt__ut2.less_settings.general.buttons.use_icon_cart.variants.type1";"Option 1";"ar"
"abt__ut2.less_settings.general.buttons.use_icon_cart.variants.type2";"Option 2";"ar"
"abt__ut2.less_settings.general.buttons.use_icon_cart.variants.type3";"Option 3";"ar"
"abt__ut2.less_settings.general.buttons.use_icon_cart.variants.type4";"Option 4";"ar"
"abt__ut2.less_settings.general.buttons.use_icon_cart.variants.type5";"Option 5";"ar"
"abt__ut2.less_settings.general.buttons.use_icon_cart.variants.type6";"Option 6";"ar"
"abt__ut2.less_settings.general.buttons.use_icon_cart.variants.type7";"Option 7";"ar"
"abt__ut2.less_settings.general.buttons.use_icon_cart.variants.type8";"Option 8";"ar"
"abt__ut2.less_settings.general.buttons.use_shadow";"Add shadow";"ar"
"abt__ut2.less_settings.general.buttons.use_shadow.tooltip";"Use shadow in the buttons design";"ar"
"abt__ut2.less_settings.general.buttons.use_text_uppercase";"Display text in capital letters";"ar"
"abt__ut2.less_settings.general.buttons.use_text_uppercase.tooltip";"Allows you to define the display format of letters in buttons, lowercase or uppercase letters";"ar"
"abt__ut2.less_settings.general.buttons_group";"Buttons";"ar"
"abt__ut2.less_settings.general.buttons_group_description";"Allows you to set button styles";"ar"
"abt__ut2.less_settings.general.labels.style";"Form";"ar"
"abt__ut2.less_settings.general.labels.style.tooltip";"Specify the displaying form of discount labels";"ar"
"abt__ut2.less_settings.general.labels.style.variants.as_circle";"Round";"ar"
"abt__ut2.less_settings.general.labels.style.variants.as_drop";"Drop";"ar"
"abt__ut2.less_settings.general.labels.style.variants.as_rectangle";"Rectangular";"ar"
"abt__ut2.less_settings.general.labels.use_outline";"Use border style";"ar"
"abt__ut2.less_settings.general.labels.use_outline.tooltip";"Adds border style";"ar"
"abt__ut2.less_settings.general.labels.use_shadow";"Add shadow";"ar"
"abt__ut2.less_settings.general.labels.use_shadow.tooltip";"Adds shadow";"ar"
"abt__ut2.less_settings.general.labels.use_text_shadow";"Add shadow for text";"ar"
"abt__ut2.less_settings.general.labels.use_text_shadow.tooltip";"Adds shadow for text";"ar"
"abt__ut2.less_settings.general.labels_group";"Labels (stickers)";"ar"
"abt__ut2.less_settings.general.labels_group_description";"Allows you to set styles for standard product stickers, for example, Free Shipping, Discount, etc. <br/>These settings are not applicable if you use ""AB: Stickers"" add-on or any third party add-on of stickers.";"ar"
"abt__ut2.less_settings.general.stars_rating_color";"Color of starlets for product rating";"ar"
"abt__ut2.less_settings.general.stars_rating_color.tooltip";"Specify your own star color for product rating";"ar"
"abt__ut2.less_settings.general.sticky_panel_background_color";"Bottom sticky panel: background color";"ar"
"abt__ut2.less_settings.general.sticky_panel_icon_color";"Bottom sticky panel: icons color";"ar"
"abt__ut2.less_settings.general.use_rounding";"Round corners for interface elements";"ar"
"abt__ut2.less_settings.general.use_rounding.tooltip";"Use rounding corners of elements (buttons, icons, form fields etc.)";"ar"
"abt__ut2.less_settings.general.use_rounding.variants.do_not_use";"Don't use";"ar"
"abt__ut2.less_settings.general.use_rounding.variants.full";"Fully rounded";"ar"
"abt__ut2.less_settings.general.use_rounding.variants.little";"Make a little roundness";"ar"
"abt__ut2.less_settings.general.use_rounding_blocks";"Round corners of blocks, windows, banners";"ar"
"abt__ut2.less_settings.general.use_rounding_blocks.tooltip";"Allows to round the corners of blocks, windows, banners. The rounding radius depends on the value of the ""Round corners for interface elements"" setting.";"ar"
"abt__ut2.less_settings.general.use_titles_uppercase";"Display headers in capital letters";"ar"
"abt__ut2.less_settings.general.use_titles_uppercase.tooltip";"Allows you to show headers in capital letters (used for all page headers, blocks, banners headers, etc.)";"ar"
"abt__ut2.less_settings.general_description";"Below are the general settings.";"ar"
"abt__ut2.less_settings.is_absent";"The following color values are not set for your [style] style";"ar"
"abt__ut2.less_settings.is_absent.core";"System values";"ar"
"abt__ut2.less_settings.is_absent.recomend_to_add";"Theme values";"ar"
"abt__ut2.less_settings.is_absent.theme";"Theme values";"ar"
"abt__ut2.less_settings.products";"Product";"ar"
"abt__ut2.less_settings.products.aspect_ratio_images_gallery";"Fit image in a container of product gallery";"ar"
"abt__ut2.less_settings.products.aspect_ratio_images_gallery.tooltip";"Allows you to choose how the product image fits within the gallery container";"ar"
"abt__ut2.less_settings.products.aspect_ratio_images_gallery.variants.contain";"proportionally";"ar"
"abt__ut2.less_settings.products.aspect_ratio_images_gallery.variants.cover";"cover the whole container";"ar"
"abt__ut2.less_settings.products.aspect_ratio_images_gallery.variants.none";"none";"ar"
"abt__ut2.less_settings.products.bordered_images_gallery";"Add border for product images";"ar"
"abt__ut2.less_settings.products.bordered_images_gallery.tooltip";"Frames the borders of the product gallery images";"ar"
"abt__ut2.less_settings.products.mask_images_gallery";"Add background/mask for product images";"ar"
"abt__ut2.less_settings.products.mask_images_gallery.tooltip";"Overlays a gray background on product gallery images";"ar"
"abt__ut2.less_settings.products.sticky_columns";"Sticky columns";"ar"
"abt__ut2.less_settings.products.sticky_columns.tooltip";"Fix the content in columns (product gallery and the main content with the ""Add to cart"" button) on the product page. The column with the least content is fixed. The setting is not applied if the content of the fixed column exceeds the screen height";"ar"
"abt__ut2.less_settings.products.use_color_buttons_add_to_cart";"Set individual color for <br> ""Add to cart"" button";"ar"
"abt__ut2.less_settings.products.use_color_buttons_add_to_cart.tooltip";"Allows you to assign an individual color to the ""Add to cart"" button on the product detail page and in the ""Quick view"" window";"ar"
"abt__ut2.less_settings.products_description";"There are settings that affect styles for product detail page";"ar"
"abt__ut2.less_settings.product_list";"Product lists";"ar"
"abt__ut2.less_settings.product_list.extend_grid_item_on_hover";"Expand grid item on hover";"ar"
"abt__ut2.less_settings.product_list.extend_grid_item_on_hover.tooltip";"Adds the extending effect for item grid, when hovering on it in the list. Applies only to the Grid view of listings.";"ar"
"abt__ut2.less_settings.product_list.grid-list.product_name_font_weight";"Font weight for product name";"ar"
"abt__ut2.less_settings.product_list.grid-list.product_name_font_weight.variants.bold";"Bold";"ar"
"abt__ut2.less_settings.product_list.grid-list.product_name_font_weight.variants.normal";"Normal";"ar"
"abt__ut2.less_settings.product_list.grid-list_group";"Settings for ""Grid"" product list view";"ar"
"abt__ut2.less_settings.product_list.grid-list_group_description";"Settings that change appearance in product list with the ""Grid"" template.";"ar"
"abt__ut2.less_settings.product_list.mask_images_gallery";"Add background/mask for product images";"ar"
"abt__ut2.less_settings.product_list.mask_images_gallery.tooltip";"Overlays a gray background on product images in product lists";"ar"
"abt__ut2.less_settings.product_list.show_grid_border";"Frame type of the product in the grid";"ar"
"abt__ut2.less_settings.product_list.show_grid_border.tooltip";"You can change the frame type for cells in the lists of products";"ar"
"abt__ut2.less_settings.product_list.show_grid_border.variants.none";"Not framed";"ar"
"abt__ut2.less_settings.product_list.show_grid_border.variants.solid_without_margins";"Frame without external indents";"ar"
"abt__ut2.less_settings.product_list.show_grid_border.variants.solid_with_margins";"Frame with outer indents";"ar"
"abt__ut2.less_settings.product_list.use_elements_alignment";"Use elements alignment";"ar"
"abt__ut2.less_settings.product_list.use_elements_alignment.tooltip";"Allows you to align some elements of the list of symmetrically neighboring cells of products";"ar"
"abt__ut2.less_settings.product_list.use_elements_alignment.variants.do_not_use";"Don't use";"ar"
"abt__ut2.less_settings.product_list.use_elements_alignment.variants.use";"Use";"ar"
"abt__ut2.less_settings.product_list_description";"Below are the settings that affect the styles for elements in the product lists";"ar"
"abt__ut2.less_settings.style.tooltip";"Select Style (less-file, to which the following settings will be applied)";"ar"
"abt__ut2.less_settings_description";"<b>Attention!</b> These settings apply only to the selected color scheme (in order to see the changes: make sure, that the selected in the ""Style"" settings field value corresponds to the color scheme, selected in your store (you can check the selected color scheme by Design → Themes → in the table opposite the chosen as default layout))";"ar"
"abt__ut2.load_more.show_more";"اعرض المزيد";"ar"
"abt__ut2.load_more.show_more.pages";"Show another [n] page|Show another [n] pages";"ar"
"abt__ut2.load_more.show_more.products";"Show another [n] product|Show another [n] products";"ar"
"abt__ut2.load_more_products.already_showing_all_products";"Showing [n] product|Showing all [n] products";"ar"
"abt__ut2.load_more_products.show_more";"Show another [n] product|Show another [n] products";"ar"
"abt__ut2.mainbox_general_seo";"AB: General title (SEO)";"ar"
"abt__ut2.menu.filling_variants.column_filling";"Column filling";"ar"
"abt__ut2.menu.filling_variants.row_filling";"Row filling";"ar"
"abt__ut2.menu.tab_description";"The following settings should be used only for menu items, that use extra templates in the menu block layout: <b>AB: Horizontal dropdown list with icons</b> or <b>AB: Vertical dropdown list with icons</b> of the UniTheme2 theme";"ar"
"abt__ut2.menus.pickers.add_menus";"Add menu";"ar"
"abt__ut2.menus.pickers.add_menus_and_close";"Add menu and close";"ar"
"abt__ut2.menus.pickers.states.hide_items";"Hide elements and show the menu name";"ar"
"abt__ut2.menus.pickers.states.show_items";"Show elements";"ar"
"abt__ut2.menu_with_icons.desc";"Short description";"ar"
"abt__ut2.menu_with_icons.dropdown";"Activate 3-level menu (dropdown list)";"ar"
"abt__ut2.menu_with_icons.icon";"Icon";"ar"
"abt__ut2.menu_with_icons.label";"Label";"ar"
"abt__ut2.menu_with_icons.label_background";"Label background";"ar"
"abt__ut2.menu_with_icons.label_color";"Label color";"ar"
"abt__ut2.menu_with_icons.status";"Activate settings";"ar"
"abt__ut2.menu_with_icons.text";"HTML-content";"ar"
"abt__ut2.menu_with_icons.text_position";"HTML-content position";"ar"
"abt__ut2.menu_with_icons.text_position.bottom";"Bottom";"ar"
"abt__ut2.menu_with_icons.text_position.right_bottom";"Right bottom";"ar"
"abt__ut2.menu_with_icons.text_position.right_top";"Right top";"ar"
"abt__ut2.microdata";"Microdata";"ar"
"abt__ut2.microdata.schema_type";"Schema type";"ar"
"abt__ut2.microdata.schema_type.article";"Article";"ar"
"abt__ut2.microdata.schema_type.blogposting";"Blog";"ar"
"abt__ut2.microdata.schema_type.newsarticle";"News";"ar"
"abt__ut2.microdata.schema_type.none";"Do not use";"ar"
